toCheck,checked,checkedOld,checkedAlt,explanation,wordType,originalWordGender,originalWordNumb,wordID
accrochées,accroché‧e‧s,accroché‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,262
accrochés,accroché‧e‧s,accroché‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,263
accrocheur,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,264
accrocheurs,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,265
accrocheuse,,accrocheux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,266
accrocheuses,,accrocheux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,267
accros,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,268
accroupi,,accroupi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,269
accroupie,,accroupi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,270
accroupies,,accroupi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,271
accroupis,,accroupi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,272
accru,accru‧e,accru‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,273
accrue,accru‧e,accru‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,274
accrues,accru‧e‧s,accru‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,275
accrus,accru‧e‧s,accru‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,276
accueillant,,accueillant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,277
accueillante,,accueillant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,278
accueillantes,,accueillant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,279
accueillants,,accueillant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,280
acculé,acculé‧e,acculé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,281
acculés,acculé‧e‧s,acculé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,282
accusateur,,accusateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,283
accusateurs,,accusateur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,284
accusatrice,,accusateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,285
accusé,accusé‧e,accusé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,286
accusée,accusé‧e,accusé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,287
accusées,accusé‧e‧s,accusé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,288
accusés,accusé‧e‧s,accusé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,289
acellulaire,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,290
acerbes,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,291
acéré,acéré‧e,acéré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,292
acérée,acéré‧e,acéré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,293
acérées,acéré‧e‧s,acéré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,294
acérés,acéré‧e‧s,acéré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,295
acétique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,296
acétylsalicylique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,297
achalandé,achalandé‧e,achalandé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,298
achalandée,achalandé‧e,achalandé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,299
achalandées,achalandé‧e‧s,achalandé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,300
achalandés,achalandé‧e‧s,achalandé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,301
acharné,acharné‧e,acharné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,302
acharnée,acharné‧e,acharné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,303
acharnées,acharné‧e‧s,acharné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,304
acharnés,acharné‧e‧s,acharné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,305
achevé,achevé‧e,achevé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,306
achevée,achevé‧e,achevé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,307
achevées,achevé‧e‧s,achevé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,308
achevés,achevé‧e‧s,achevé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,309
acidulé,acidulé‧e,acidulé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,310
acidulée,acidulé‧e,acidulé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,311
acidulées,acidulé‧e‧s,acidulé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,312
acidulés,acidulé‧e‧s,acidulé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,313
acnéiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,314
acquis,,acqui‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,315
acquise,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,316
acquises,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,317
acquitté,acquitté‧e,acquitté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,318
acquittée,acquitté‧e,acquitté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,319
acquittés,acquitté‧e‧s,acquitté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,320
acrimonieuse,,acrimonieux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,321
acrimonieuses,,acrimonieux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,322
acrimonieux,,acrimonieux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,323
actif,actif‧ve,actif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,324
actifs,actif‧ve‧s,actif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,325
activant,,activant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,326
active,actif‧ve,actif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,327
activé,activé‧e,activé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,328
activée,activé‧e,activé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,329
activées,activé‧e‧s,activé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,330
actives,actif‧ve‧s,actif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,331
activés,activé‧e‧s,activé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,332
activistes,,activist‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,333
actuariel,,actuariel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,334
actuel,,actuel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,335
actuelle,,actuel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,336
actuelles,,actuel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,337
actuels,,actuel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,338
adamantin,,adamantin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,339
adamantine,,adamantin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,340
adamique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,341
adaptables,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,342
adaptatif,adaptatif‧ve,adaptatif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,343
adaptatifs,adaptatif‧ve‧s,adaptatif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,344
additif,additif‧ve,additif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,345
additifs,additif‧ve‧s,additif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,346
additionnel,,additionnel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,347
additionnelle,,additionnel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,348
additionnelles,,additionnel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,349
additionnels,,additionnel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,350
adéquat,,adéquat‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,351
adéquate,,adéquat‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,352
adéquates,,adéquat‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,353
adéquats,,adéquat‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,354
adhérent,,adhérent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,355
adhérente,,adhérent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,356
adhérentes,,adhérent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,357
adhérents,,adhérent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,358
adhésif,adhésif‧ve,adhésif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,359
adhésifs,adhésif‧ve‧s,adhésif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,360
adhésive,adhésif‧ve,adhésif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,361
adhésives,adhésif‧ve‧s,adhésif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,362
adipeuse,,adipeux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,363
adipeuses,,adipeux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,364
adipeux,,adipeux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,365
adipique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,366
adjacent,,adjacent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,367
adjacente,,adjacent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,368
adjacentes,,adjacent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,369
adjacents,,adjacent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,370
adjectif,adjectif‧ve,adjectif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,371
adjective,adjectif‧ve,adjectif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,372
adjoint,,adjoint‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,373
adjointe,,adjoint‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,374
adjoints,,adjoint‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,375
adjuvants,,adjuvant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,376
administrant,,administrant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,377
administratif,administratif‧ve,administratif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,378
administratifs,administratif‧ve‧s,administratif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,379
administrative,administratif‧ve,administratif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,380
administratives,administratif‧ve‧s,administratif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,381
administré,administré‧e,administré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,382
administrée,administré‧e,administré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,383
administrées,administré‧e‧s,administré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,384
admirateur,,admirateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,385
admirateurs,,admirateur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,386
admiratif,admiratif‧ve,admiratif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,387
admiratifs,admiratif‧ve‧s,admiratif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,388
admirative,admiratif‧ve,admiratif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,389
admiratives,admiratif‧ve‧s,admiratif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,390
admiratrice,,admirateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,391
admis,,admi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,392
admise,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,393
admises,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,394
admissible,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,395
admissibles,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,396
adolescent,,adolescent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,397
adolescente,,adolescent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,398
adolescentes,,adolescent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,399
adolescents,,adolescent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,400
adoptable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,401
adoptant,,adoptant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,402
adopté,adopté‧e,adopté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,403
adoptée,adopté‧e,adopté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,404
adoptées,adopté‧e‧s,adopté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,405
adoptés,adopté‧e‧s,adopté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,406
adoptif,adoptif‧ve,adoptif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,407
adoptifs,adoptif‧ve‧s,adoptif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,408
adoptive,adoptif‧ve,adoptif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,409
adoptives,adoptif‧ve‧s,adoptif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,410
adorant,,adorant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,411
adorante,,adorant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,412
adorants,,adorant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,413
adossé,adossé‧e,adossé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,414
adossée,adossé‧e,adossé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,415
adossés,adossé‧e‧s,adossé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,416
adouci,,adouci‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,417
adoucis,,adouci‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,418
adoucissant,,adoucissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,419
adoucissantes,,adoucissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,420
adragante,,adragant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,421
adroit,,adroit‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,422
adroite,,adroit‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,423
adroites,,adroit‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,424
adroits,,adroit‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,425
adulateur,,adulateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,426
adultérin,,adultérin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,427
adultérine,,adultérin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,428
adultérins,,adultérins,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,429
adventices,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,430
adventiste,,adventist‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,431
